data_name,Variable ID A,Variable ID B,Relationship,Source organisation,Justification - quantifiable,Relationship Strength,Weblink
Apr_2023,n_584,n_569,Opposite,,,Medium,
Apr_2023,n_585,n_570,Same,,,Medium,
Apr_2023,n_586,n_592,Opposite,,,Medium,
Apr_2023,n_588,n_581,Same,,,Medium,
Apr_2023,n_588,n_515,Same,,,Medium,
Apr_2023,n_589,n_588,Opposite,,,Low,
Apr_2023,n_590,n_584,Same,,,Medium,
Apr_2023,n_591,n_587,Opposite,,,Medium,
Apr_2023,n_591,n_592,Opposite,,,Medium,
Apr_2023,n_591,n_593,Same,,,High,
Apr_2023,n_592,n_587,Opposite,,,High,
Apr_2023,n_592,n_593,Opposite,,,High,
Apr_2023,n_594,n_589,Same,,,Medium,
Apr_2023,n_595,n_593,Same,,,Low,
Apr_2023,n_596,n_665,Same,,,Medium,
Apr_2023,n_597,n_596,Same,,,Medium,
Apr_2023,n_598,n_597,Same,,,Medium,
Apr_2023,n_598,n_528,Same,,,Medium,
Apr_2023,n_598,n_604,Same,,,Medium,
Apr_2023,n_599,n_631,Same,,,Medium,
Apr_2023,n_599,n_604,Same,,,Low,
Apr_2023,n_600,n_625,Same,,,Low,
Apr_2023,n_601,n_598,Opposite,,,Medium,
Apr_2023,n_601,n_613,Opposite,,,Low,
Apr_2023,n_601,n_609,Same,,,Low,
Apr_2023,n_602,n_598,Opposite,,,Medium,
Apr_2023,n_602,n_606,Opposite,,,Low,
Apr_2023,n_603,n_604,Opposite,,,Medium,
Apr_2023,n_604,n_664,Same,,,Low,
Apr_2023,n_605,n_596,Opposite,,,Medium,
Apr_2023,n_605,n_700,Same,,,Low,
Apr_2023,n_605,n_607,Same,,,Medium,
Apr_2023,n_607,n_596,Opposite,,,Medium,
Apr_2023,n_607,n_608,Opposite,,,Medium,
Apr_2023,n_607,n_512,Same,,,Low,
Apr_2023,n_608,n_598,Opposite,,,Low,
Apr_2023,n_608,n_612,Same,,,Medium,
Apr_2023,n_608,n_551,Same,,,Medium,
Apr_2023,n_608,n_560,Same,,,Medium,
Apr_2023,n_608,n_593,Same,,,Medium,
Apr_2023,n_608,n_547,Same,,,Low,
Apr_2023,n_608,n_512,Same,,,Low,
Apr_2023,n_608,n_631,Same,,,Medium,
Apr_2023,n_609,n_606,Opposite,,,Medium,
Apr_2023,n_609,n_604,Opposite,,,Medium,
Apr_2023,n_609,n_607,Opposite,,,Low,
Apr_2023,n_610,n_596,Same,,,Low,
Apr_2023,n_610,n_528,Same,,,Medium,
Apr_2023,n_610,n_608,Same,,,Medium,
Apr_2023,n_610,n_614,Same,,,Medium,
Apr_2023,n_610,n_607,Same,,,Low,
Apr_2023,n_612,n_528,Same,,,Low,
Apr_2023,n_612,n_487,Same,,,Medium,
Apr_2023,n_613,n_611,Opposite,,,Low,
Apr_2023,n_613,n_616,Opposite,,,Low,
Apr_2023,n_614,n_607,Same,,,Medium,
Apr_2023,n_614,n_608,Same,,,Medium,
Apr_2023,n_614,n_528,Same,,,Medium,
Apr_2023,n_614,n_611,Same,,,Medium,
Apr_2023,n_614,n_617,Same,,,Low,
Apr_2023,n_615,n_613,Opposite,,,Low,
Apr_2023,n_615,n_614,Same,,,Medium,
Apr_2023,n_618,n_665,Same,,,Medium,
Apr_2023,n_619,n_696,Same,,,Low,
Apr_2023,n_620,n_619,Same,,,Medium,
Apr_2023,n_620,n_699,Same,,,Low,
Apr_2023,n_621,n_619,Same,,,Medium,
Apr_2023,n_622,n_623,Opposite,,,High,
Apr_2023,n_623,n_621,Opposite,,,Medium,
Apr_2023,n_623,n_624,Opposite,,,High,
Apr_2023,n_623,n_622,Opposite,,,Medium,
Apr_2023,n_624,n_628,Same,,,Medium,
Apr_2023,n_624,n_653,Same,,,Low,
Apr_2023,n_625,n_515,Same,,,Low,
Apr_2023,n_625,n_620,Same,,,Medium,
Apr_2023,n_625,n_623,Same,,,High,
Apr_2023,n_625,n_697,Same,,,Medium,
Apr_2023,n_626,n_701,Same,,,Medium,
Apr_2023,n_627,n_628,Opposite,,,Medium,
Apr_2023,n_627,n_640,Opposite,,,Medium,
Apr_2023,n_627,n_649,Same,,,Medium,
Apr_2023,n_628,n_701,Same,,,Medium,
Apr_2023,n_629,n_624,Opposite,,,Medium,
Apr_2023,n_630,n_626,Same,,,High,
Apr_2023,n_630,n_619,Same,,,Medium,
Apr_2023,n_631,n_626,Same,,,Medium,
Apr_2023,n_631,n_635,Same,,,Medium,
Apr_2023,n_632,n_630,Opposite,,,Medium,
Apr_2023,n_632,n_621,Same,,,Medium,
Apr_2023,n_633,n_649,Same,,,Low,
Apr_2023,n_633,n_628,Opposite,,,Medium,
Apr_2023,n_634,n_625,Same,,,Low,
Apr_2023,n_634,n_604,Opposite,,,Low,
Apr_2023,n_636,n_617,Same,,,Medium,
Apr_2023,n_636,n_665,Same,,,Medium,
Apr_2023,n_636,n_650,Same,,,Medium,
Apr_2023,n_636,n_647,Same,,,Medium,
Apr_2023,n_636,n_649,Same,,,Medium,
Apr_2023,n_637,n_636,Same,,,Low,
Apr_2023,n_638,n_636,Same,,,Low,
Apr_2023,n_639,n_636,Same,,,Low,
Apr_2023,n_640,n_665,Same,,,Medium,
Apr_2023,n_641,n_665,Same,,,Medium,
Apr_2023,n_641,n_636,Same,,,Low,
Apr_2023,n_642,n_643,Same,,,Low,
Apr_2023,n_642,n_646,Same,,,Low,
Apr_2023,n_642,n_641,Same,,,Low,
Apr_2023,n_642,n_640,Same,,,Medium,
Apr_2023,n_644,n_536,Same,,,Medium,
Apr_2023,n_644,n_562,Same,,,Medium,
Apr_2023,n_645,n_663,Same,,,Low,
Apr_2023,n_646,n_665,Same,,,Medium,
Apr_2023,n_646,n_546,Same,,,Medium,
Apr_2023,n_647,n_702,Opposite,,,Low,
Apr_2023,n_647,n_538,Opposite,,,Low,
Apr_2023,n_647,n_528,Same,,,Low,
Apr_2023,n_647,n_627,Same,,,Low,
Apr_2023,n_647,n_640,Opposite,,,Low,
Apr_2023,n_648,n_627,Same,,,Medium,
Apr_2023,n_648,n_703,Opposite,,,Low,
Apr_2023,n_648,n_641,Opposite,,,Low,
Apr_2023,n_648,n_643,Same,,,High,
Apr_2023,n_648,n_538,Opposite,,,Medium,
Apr_2023,n_649,n_665,Same,,,Low,
Apr_2023,n_649,n_538,Opposite,,,Low,
Apr_2023,n_650,n_685,Opposite,,,Medium,
Apr_2023,n_650,n_539,Opposite,,,Medium,
Apr_2023,n_650,n_618,Opposite,,,Low,
Apr_2023,n_651,n_562,Opposite,,,Low,
Apr_2023,n_653,n_644,Same,,,High,
Apr_2023,n_653,n_528,Same,,,High,
Apr_2023,n_654,n_633,Opposite,,,Medium,
Apr_2023,n_654,n_640,Same,,,High,
Apr_2023,n_654,n_649,Opposite,,,High,
Apr_2023,n_655,n_604,Opposite,,,Medium,
Apr_2023,n_655,n_661,Same,,,Medium,
Apr_2023,n_655,n_659,Same,,,Medium,
Apr_2023,n_655,n_625,Same,,,Medium,
Apr_2023,n_656,n_696,Same,,,Low,
Apr_2023,n_658,n_625,Same,,,Medium,
Apr_2023,n_658,n_661,Same,,,Medium,
Apr_2023,n_658,n_656,Opposite,,,Medium,
Apr_2023,n_658,n_576,Same,,,Medium,
Apr_2023,n_658,n_663,Same,,,Medium,
Apr_2023,n_658,n_483,Same,,,Medium,
Apr_2023,n_658,n_494,Opposite,,,Medium,
Apr_2023,n_658,n_660,Same,,,High,
Apr_2023,n_659,n_617,Same,,,Low,
Apr_2023,n_659,n_658,Same,,,Low,
Apr_2023,n_659,n_528,Same,,,Medium,
Apr_2023,n_660,n_520,Opposite,,,Low,
Apr_2023,n_660,n_515,Same,,,Low,
Apr_2023,n_660,n_604,Opposite,,,Low,
Apr_2023,n_660,n_490,Same,,,Medium,
Apr_2023,n_660,n_494,Opposite,,,Medium,
Apr_2023,n_660,n_625,Same,,,Low,
Apr_2023,n_660,n_656,Opposite,,,Medium,
Apr_2023,n_660,n_515,Same,,,Medium,
Apr_2023,n_660,n_664,Opposite,,,Low,
Apr_2023,n_661,n_662,Opposite,,,Low,
Apr_2023,n_661,n_483,Same,,,Medium,
Apr_2023,n_661,n_498,Same,,,Medium,
Apr_2023,n_661,n_660,Same,,,Medium,
Apr_2023,n_662,n_666,Same,,,Low,
Apr_2023,n_663,n_672,Same,,,Low,
Apr_2023,n_663,n_496,Same,,,Low,
Apr_2023,n_663,n_515,Same,,,Medium,
Apr_2023,n_663,n_537,Same,,,Medium,
Apr_2023,n_663,n_662,Opposite,,,Medium,
Apr_2023,n_663,n_660,Same,,,Medium,
Apr_2023,n_663,n_528,Same,,,Medium,
Apr_2023,n_664,n_497,Same,,,Low,
Apr_2023,n_667,n_528,Same,,,Low,
Apr_2023,n_668,n_528,Same,,,Low,
Apr_2023,n_669,n_554,Same,,,Low,
Apr_2023,n_669,n_614,Same,,,Medium,
Apr_2023,n_669,n_616,Same,,,Low,
Apr_2023,n_670,n_657,Same,,,Medium,
Apr_2023,n_671,n_657,Opposite,,,Medium,
Apr_2023,n_672,n_657,Same,,,Medium,
Apr_2023,n_673,n_674,Same,,,Medium,
Apr_2023,n_673,n_702,Opposite,,,Low,
Apr_2023,n_674,n_678,Same,,,Medium,
Apr_2023,n_675,n_677,Same,,,Medium,
Apr_2023,n_676,n_702,Opposite,,,Medium,
Apr_2023,n_677,n_676,Same,,,High,
Apr_2023,n_678,n_677,Same,,,Medium,
Apr_2023,n_679,n_677,Same,,,High,
Apr_2023,n_679,n_682,Same,,,Medium,
Apr_2023,n_680,n_679,Same,,,Low,
Apr_2023,n_680,n_681,Same,,,Medium,
Apr_2023,n_681,n_682,Same,,,Medium,
Apr_2023,n_682,n_702,Same,,,Medium,
Apr_2023,n_683,n_682,Same,,,Medium,
Apr_2023,n_684,n_702,Same,,,Low,
Apr_2023,n_685,n_702,Same,,,Medium,
Apr_2023,n_686,n_685,Same,,,High,
Apr_2023,n_686,n_687,Same,,,Medium,
Apr_2023,n_686,n_636,Same,,,Medium,
Apr_2023,n_686,n_693,Same,,,Medium,
Apr_2023,n_687,n_640,Same,,,Medium,
Apr_2023,n_687,n_641,Same,,,Medium,
Apr_2023,n_688,n_686,Opposite,,,Medium,
Apr_2023,n_689,n_686,Same,,,High,
Apr_2023,n_689,n_690,Opposite,,,Medium,
Apr_2023,n_691,n_689,Opposite,,,Medium,
Apr_2023,n_692,n_691,Same,,,Medium,
Apr_2023,n_692,n_636,Opposite,,,Medium,
Apr_2023,n_693,n_694,Same,,,Medium,
Apr_2023,n_694,n_649,Same,,,Medium,
Apr_2023,n_657,n_695,Same,,,Low,
Apr_2023,n_696,n_497,Same,,,Medium,
Apr_2023,n_696,n_536,Same,,,Low,
Apr_2023,n_696,n_535,Same,,,Medium,
Apr_2023,n_696,n_562,Same,,,Low,
Apr_2023,n_696,n_665,Same,,,Medium,
Apr_2023,n_696,n_702,Same,,,Medium,
Apr_2023,n_697,n_618,Same,,,Low,
Apr_2023,n_699,n_551,Same,,,Low,
Apr_2023,n_699,n_610,Same,,,Medium,
Apr_2023,n_700,n_598,Opposite,,,Medium,
Apr_2023,n_701,n_618,Same,,,Medium,
Apr_2023,n_702,n_665,Same,,,Medium,
Apr_2023,n_703,n_665,Same,,,Low,
Apr_2023,n_703,n_640,Same,,,High,
Apr_2023,n_365,n_513,connecting,,,connecting,
Apr_2023,n_310,n_704,connecting,,,connecting,
Apr_2023,n_143,n_669,connecting,,,connecting,
Apr_2023,n_146,n_617,connecting,,,connecting,
Apr_2023,n_137,n_612,connecting,,,connecting,
Apr_2023,n_706,n_715,Same,,,Medium,
Apr_2023,n_706,n_731,Opposite,,,Medium,
Apr_2023,n_706,n_770,Opposite,,,High,
Apr_2023,n_706,n_771,Opposite,,,High,
Apr_2023,n_706,n_720,Same,,,High,
Apr_2023,n_706,n_858,Same,,,High,
Apr_2023,n_707,n_706,Same,,,High,
Apr_2023,n_707,n_705,Same,,,Medium,
Apr_2023,n_708,n_706,Opposite,,,Low,
Apr_2023,n_709,n_708,Same,,,Medium,
Apr_2023,n_710,n_708,Same,,,Medium,
Apr_2023,n_711,n_710,Same,,,High,
Apr_2023,n_712,n_707,Same,,,Low,
Apr_2023,n_712,n_711,Same,,,High,
Apr_2023,n_713,n_707,Same,,,Low,
Apr_2023,n_713,n_711,Same,,,High,
Apr_2023,n_713,n_719,Same,,,Medium,
Apr_2023,n_713,n_871,Same,,,High,
Apr_2023,n_714,n_711,Same,,,High,
Apr_2023,n_715,n_711,Same,,,High,
Apr_2023,n_715,n_863,Opposite,,,Low,
Apr_2023,n_716,n_715,Opposite,,,Medium,
Apr_2023,n_717,n_707,Same,,,Low,
Apr_2023,n_717,n_711,Same,,,High,
Apr_2023,n_717,n_718,Same,,,Medium,
Apr_2023,n_718,n_708,Same,,,High,
Apr_2023,n_718,n_871,Same,,,Medium,
Apr_2023,n_719,n_718,Same,,,High,
Apr_2023,n_720,n_721,Same,,,High,
Apr_2023,n_720,n_725,Same,,,Medium,
Apr_2023,n_720,n_737,Same,,,Medium,
Apr_2023,n_720,n_738,Same,,,Medium,
Apr_2023,n_721,n_735,Same,,,High,
Apr_2023,n_721,n_857,Same,,,Medium,
Apr_2023,n_721,n_819,Same,,,High,
Apr_2023,n_722,n_721,Opposite,,,Medium,
Apr_2023,n_722,n_857,Opposite,,,Medium,
Apr_2023,n_722,n_819,Same,,,Medium,
Apr_2023,n_723,n_721,Opposite,,,Medium,
Apr_2023,n_723,n_857,Opposite,,,Medium,
Apr_2023,n_724,n_721,Opposite,,,Medium,
Apr_2023,n_724,n_857,Opposite,,,Medium,
Apr_2023,n_724,n_755,Opposite,,,Medium,
Apr_2023,n_725,n_729,Same,,,Medium,
Apr_2023,n_725,n_730,Same,,,Medium,
Apr_2023,n_725,n_731,Same,,,High,
Apr_2023,n_726,n_729,Same,,,Low,
Apr_2023,n_726,n_730,Same,,,Low,
Apr_2023,n_726,n_731,Same,,,Medium,
Apr_2023,n_726,n_723,Same,,,High,
Apr_2023,n_727,n_729,Same,,,Medium,
Apr_2023,n_727,n_730,Same,,,Medium,
Apr_2023,n_727,n_731,Opposite,,,Medium,
Apr_2023,n_727,n_723,Same,,,High,
Apr_2023,n_727,n_742,Same,,,Medium,
Apr_2023,n_728,n_729,Opposite,,,Medium,
Apr_2023,n_728,n_730,Same,,,Medium,
Apr_2023,n_728,n_731,Opposite,,,Medium,
Apr_2023,n_728,n_764,Same,,,Medium,
Apr_2023,n_728,n_724,Same,,,High,
Apr_2023,n_729,n_732,Same,,,Medium,
Apr_2023,n_729,n_864,Opposite,,,Medium,
Apr_2023,n_730,n_732,Same,,,Medium,
Apr_2023,n_731,n_732,Same,,,Medium,
Apr_2023,n_731,n_864,Opposite,,,Medium,
Apr_2023,n_733,n_730,Same,,,Medium,
Apr_2023,n_733,n_731,Same,,,Medium,
Apr_2023,n_733,n_720,Opposite,,,Medium,
Apr_2023,n_733,n_871,Same,,,Low,
Apr_2023,n_733,n_764,Opposite,,,Medium,
Apr_2023,n_734,n_733,Same,,,Medium,
Apr_2023,n_735,n_705,Same,,,Medium,
Apr_2023,n_736,n_726,Same,,,Medium,
Apr_2023,n_737,n_727,Same,,,High,
Apr_2023,n_737,n_876,Same,,,Medium,
Apr_2023,n_738,n_728,Same,,,High,
Apr_2023,n_738,n_736,Same,,,Low,
Apr_2023,n_738,n_770,Opposite,,,Medium,
Apr_2023,n_738,n_772,Same,,,Low,
Apr_2023,n_738,n_876,Same,,,Medium,
Apr_2023,n_738,n_871,Same,,,Low,
Apr_2023,n_739,n_737,Opposite,,,Medium,
Apr_2023,n_740,n_741,Same,,,Medium,
Apr_2023,n_740,n_739,Opposite,,,Medium,
Apr_2023,n_741,n_737,Same,,,Medium,
Apr_2023,n_741,n_742,Same,,,Medium,
Apr_2023,n_741,n_743,Same,,,Medium,
Apr_2023,n_742,n_731,Same,,,Low,
Apr_2023,n_742,n_746,Same,,,Low,
Apr_2023,n_742,n_826,Opposite,,,Low,
Apr_2023,n_742,n_813,Same,,,Medium,
Apr_2023,n_743,n_744,Same,,,High,
Apr_2023,n_743,n_745,Same,,,High,
Apr_2023,n_744,n_742,Same,,,Medium,
Apr_2023,n_744,n_727,Same,,,Medium,
Apr_2023,n_745,n_742,Same,,,Medium,
Apr_2023,n_745,n_727,Same,,,Low,
Apr_2023,n_747,n_739,Opposite,,,High,
Apr_2023,n_748,n_747,Same,,,High,
Apr_2023,n_749,n_737,Same,,,Low,
Apr_2023,n_749,n_738,Same,,,Low,
Apr_2023,n_750,n_749,Same,,,High,
Apr_2023,n_751,n_737,Same,,,Medium,
Apr_2023,n_751,n_738,Same,,,Medium,
Apr_2023,n_751,n_759,Same,,,Medium,
Apr_2023,n_751,n_774,Same,,,Medium,
Apr_2023,n_752,n_738,Same,,,Medium,
Apr_2023,n_753,n_752,Same,,,High,
Apr_2023,n_753,n_859,Same,,,High,
Apr_2023,n_754,n_738,Same,,,Medium,
Apr_2023,n_755,n_754,Same,,,High,
Apr_2023,n_756,n_727,Same,,,Low,
Apr_2023,n_757,n_736,Same,,,Medium,
Apr_2023,n_757,n_726,Same,,,Medium,
Apr_2023,n_757,n_756,Same,,,High,
Apr_2023,n_757,n_876,Same,,,Medium,
Apr_2023,n_757,n_788,Opposite,,,Medium,
Apr_2023,n_758,n_729,Same,,,Medium,
Apr_2023,n_758,n_730,Same,,,Medium,
Apr_2023,n_758,n_731,Same,,,Medium,
Apr_2023,n_758,n_720,Opposite,,,Medium,
Apr_2023,n_758,n_764,Opposite,,,Low,
Apr_2023,n_759,n_758,Same,,,High,
Apr_2023,n_759,n_876,Same,,,Medium,
Apr_2023,n_760,n_758,Same,,,Low,
Apr_2023,n_761,n_759,Same,,,Medium,
Apr_2023,n_763,n_758,Same,,,Medium,
Apr_2023,n_763,n_738,Same,,,Low,
Apr_2023,n_763,n_764,Opposite,,,Low,
Apr_2023,n_764,n_724,Opposite,,,High,
Apr_2023,n_764,n_754,Opposite,,,High,
Apr_2023,n_765,n_764,Same,,,High,
Apr_2023,n_765,n_766,Same,,,High,
Apr_2023,n_766,n_864,Same,,,Medium,
Apr_2023,n_766,n_775,Same,,,High,
Apr_2023,n_767,n_765,Same,,,Medium,
Apr_2023,n_768,n_761,Opposite,,,Medium,
Apr_2023,n_768,n_737,Opposite,,,Low,
Apr_2023,n_768,n_738,Opposite,,,Low,
Apr_2023,n_769,n_770,Same,,,Medium,
Apr_2023,n_769,n_771,Same,,,Medium,
Apr_2023,n_770,n_767,Opposite,,,High,
Apr_2023,n_770,n_768,Opposite,,,Medium,
Apr_2023,n_772,n_770,Same,,,High,
Apr_2023,n_772,n_771,Same,,,High,
Apr_2023,n_772,n_773,Same,,,High,
Apr_2023,n_773,n_861,Same,,,Medium,
Apr_2023,n_774,n_772,Same,,,High,
Apr_2023,n_775,n_774,Same,,,Medium,
Apr_2023,n_776,n_757,Same,,,High,
Apr_2023,n_776,n_791,Same,,,High,
Apr_2023,n_776,n_811,Same,,,High,
Apr_2023,n_776,n_792,Same,,,High,
Apr_2023,n_776,n_845,Same,,,Medium,
Apr_2023,n_777,n_791,Same,,,Medium,
Apr_2023,n_777,n_779,Same,,,Medium,
Apr_2023,n_777,n_861,Same,,,Medium,
Apr_2023,n_778,n_776,Opposite,,,High,
Apr_2023,n_779,n_776,Same,,,High,
Apr_2023,n_780,n_779,Same,,,Medium,
Apr_2023,n_780,n_870,Same,,,Low,
Apr_2023,n_780,n_840,Same,,,Low,
Apr_2023,n_781,n_779,Same,,,Low,
Apr_2023,n_782,n_779,Same,,,Low,
Apr_2023,n_783,n_779,Same,,,Medium,
Apr_2023,n_784,n_778,Opposite,,,Medium,
Apr_2023,n_785,n_778,Opposite,,,Medium,
Apr_2023,n_785,n_788,Same,,,Medium,
Apr_2023,n_786,n_785,Same,,,High,
Apr_2023,n_786,n_776,Same,,,Low,
Apr_2023,n_787,n_778,Opposite,,,Medium,
Apr_2023,n_788,n_787,Same,,,High,
Apr_2023,n_788,n_790,Opposite,,,Medium,
Apr_2023,n_789,n_788,Same,,,High,
Apr_2023,n_790,n_791,Opposite,,,Medium,
Apr_2023,n_791,n_788,Same,,,Medium,
Apr_2023,n_792,n_787,Opposite,,,Medium,
Apr_2023,n_793,n_705,Same,,,Low,
Apr_2023,n_794,n_705,Same,,,Low,
Apr_2023,n_795,n_804,Same,,,High,
Apr_2023,n_795,n_805,Same,,,Medium,
Apr_2023,n_795,n_800,Same,,,High,
Apr_2023,n_796,n_795,Same,,,Medium,
Apr_2023,n_797,n_795,Same,,,Medium,
Apr_2023,n_798,n_795,Same,,,Medium,
Apr_2023,n_799,n_795,Same,,,Medium,
Apr_2023,n_800,n_801,Same,,,Low,
Apr_2023,n_801,n_805,Opposite,,,Medium,
Apr_2023,n_801,n_802,Same,,,Medium,
Apr_2023,n_802,n_803,Same,,,Medium,
Apr_2023,n_802,n_726,Same,,,Low,
Apr_2023,n_803,n_801,Same,,,Low,
Apr_2023,n_804,n_812,Same,,,Medium,
Apr_2023,n_805,n_807,Same,,,High,
Apr_2023,n_806,n_807,Same,,,Low,
Apr_2023,n_807,n_808,Same,,,Medium,
Apr_2023,n_807,n_809,Same,,,Medium,
Apr_2023,n_807,n_813,Same,,,Medium,
Apr_2023,n_807,n_816,Same,,,Medium,
Apr_2023,n_807,n_803,Same,,,Medium,
Apr_2023,n_808,n_793,Same,,,High,
Apr_2023,n_808,n_812,Same,,,Medium,
Apr_2023,n_808,n_818,Same,,,Low,
Apr_2023,n_809,n_793,Same,,,Low,
Apr_2023,n_809,n_812,Same,,,Medium,
Apr_2023,n_809,n_818,Same,,,Low,
Apr_2023,n_809,n_817,Opposite,,,Low,
Apr_2023,n_809,n_787,Opposite,,,Medium,
Apr_2023,n_810,n_808,Opposite,,,Medium,
Apr_2023,n_810,n_809,Opposite,,,Medium,
Apr_2023,n_811,n_808,Opposite,,,Medium,
Apr_2023,n_811,n_809,Same,,,Medium,
Apr_2023,n_811,n_876,Same,,,Medium,
Apr_2023,n_812,n_801,Same,,,High,
Apr_2023,n_813,n_812,Same,,,Medium,
Apr_2023,n_813,n_815,Same,,,High,
Apr_2023,n_814,n_813,Same,,,Low,
Apr_2023,n_814,n_764,Opposite,,,Low,
Apr_2023,n_814,n_770,Same,,,Low,
Apr_2023,n_815,n_707,Same,,,Low,
Apr_2023,n_816,n_812,Same,,,Medium,
Apr_2023,n_817,n_705,Same,,,High,
Apr_2023,n_818,n_817,Same,,,High,
Apr_2023,n_818,n_830,Opposite,,,Medium,
Apr_2023,n_819,n_818,Same,,,Medium,
Apr_2023,n_820,n_818,Same,,,Medium,
Apr_2023,n_820,n_868,Same,,,Medium,
Apr_2023,n_821,n_818,Same,,,Medium,
Apr_2023,n_821,n_866,Same,,,Medium,
Apr_2023,n_822,n_818,Same,,,Medium,
Apr_2023,n_823,n_705,Same,,,Medium,
Apr_2023,n_823,n_843,Opposite,,,Medium,
Apr_2023,n_824,n_823,Same,,,Low,
Apr_2023,n_825,n_823,Same,,,Medium,
Apr_2023,n_826,n_823,Same,,,Medium,
Apr_2023,n_827,n_830,Same,,,Medium,
Apr_2023,n_827,n_835,Same,,,High,
Apr_2023,n_827,n_838,Same,,,Medium,
Apr_2023,n_828,n_827,Same,,,Medium,
Apr_2023,n_828,n_846,Same,,,Medium,
Apr_2023,n_828,n_845,Same,,,Medium,
Apr_2023,n_829,n_828,Same,,,Medium,
Apr_2023,n_831,n_830,Same,,,High,
Apr_2023,n_831,n_870,Opposite,,,High,
Apr_2023,n_832,n_830,Opposite,,,High,
Apr_2023,n_832,n_870,Same,,,High,
Apr_2023,n_833,n_830,Same,,,Low,
Apr_2023,n_834,n_830,Same,,,Low,
Apr_2023,n_835,n_830,Opposite,,,Low,
Apr_2023,n_836,n_838,Same,,,Medium,
Apr_2023,n_837,n_836,Same,,,Medium,
Apr_2023,n_837,n_846,Same,,,Medium,
Apr_2023,n_837,n_845,Same,,,Medium,
Apr_2023,n_838,n_705,Same,,,Low,
Apr_2023,n_839,n_837,Same,,,Medium,
Apr_2023,n_840,n_839,Same,,,High,
Apr_2023,n_840,n_865,Same,,,High,
Apr_2023,n_840,n_867,Same,,,Medium,
Apr_2023,n_840,n_843,Opposite,,,Medium,
Apr_2023,n_841,n_840,Same,,,Medium,
Apr_2023,n_841,n_843,Opposite,,,Medium,
Apr_2023,n_842,n_840,Opposite,,,Medium,
Apr_2023,n_842,n_843,Same,,,Medium,
Apr_2023,n_844,n_843,Opposite,,,Low,
Apr_2023,n_845,n_838,Opposite,,,Low,
Apr_2023,n_847,n_827,Same,,,Low,
Apr_2023,n_847,n_848,Same,,,Low,
Apr_2023,n_847,n_817,Opposite,,,Low,
Apr_2023,n_848,n_825,Same,,,Low,
Apr_2023,n_849,n_847,Same,,,High,
Apr_2023,n_850,n_849,Same,,,High,
Apr_2023,n_851,n_850,Same,,,High,
Apr_2023,n_852,n_851,Same,,,High,
Apr_2023,n_852,n_848,Same,,,High,
Apr_2023,n_853,n_849,Same,,,Medium,
Apr_2023,n_854,n_816,Same,,,High,
Apr_2023,n_854,n_853,Same,,,Medium,
Apr_2023,n_854,n_851,Same,,,Medium,
Apr_2023,n_854,n_855,Same,,,Medium,
Apr_2023,n_855,n_736,Same,,,Medium,
Apr_2023,n_856,n_854,Same,,,High,
Apr_2023,n_857,n_858,Opposite,,,Low,
Apr_2023,n_857,n_863,Same,,,Medium,
Apr_2023,n_857,n_813,Opposite,,,Medium,
Apr_2023,n_857,n_860,Opposite,,,Medium,
Apr_2023,n_857,n_859,Opposite,,,Medium,
Apr_2023,n_857,n_754,Same,,,High,
Apr_2023,n_858,n_861,Same,,,Medium,
Apr_2023,n_858,n_754,Same,,,Low,
Apr_2023,n_858,n_752,Same,,,Low,
Apr_2023,n_858,n_731,Same,,,Low,
Apr_2023,n_858,n_734,Same,,,Medium,
Apr_2023,n_858,n_761,Same,,,Medium,
Apr_2023,n_858,n_709,Same,,,Medium,
Apr_2023,n_859,n_861,Same,,,Low,
Apr_2023,n_860,n_861,Same,,,Low,
Apr_2023,n_861,n_863,Same,,,Medium,
Apr_2023,n_862,n_861,Same,,,Low,
Apr_2023,n_863,n_865,Same,,,Medium,
Apr_2023,n_863,n_866,Same,,,Medium,
Apr_2023,n_864,n_863,Same,,,Low,
Apr_2023,n_866,n_867,Same,,,Medium,
Apr_2023,n_867,n_865,Same,,,Medium,
Apr_2023,n_868,n_865,Same,,,Medium,
Apr_2023,n_868,n_866,Same,,,Medium,
Apr_2023,n_869,n_865,Same,,,Medium,
Apr_2023,n_870,n_868,Same,,,Medium,
Apr_2023,n_870,n_820,Opposite,,,Low,
Apr_2023,n_870,n_810,Same,,,High,
Apr_2023,n_870,n_857,Same,,,Medium,
Apr_2023,n_870,n_830,Opposite,,,Medium,
Apr_2023,n_871,n_872,Opposite,,,Medium,
Apr_2023,n_871,n_873,Same,,,Medium,
Apr_2023,n_872,n_713,Same,,,Low,
Apr_2023,n_872,n_718,Same,,,Low,
Apr_2023,n_872,n_738,Same,,,Low,
Apr_2023,n_872,n_733,Same,,,Low,
Apr_2023,n_872,n_874,Opposite,,,Medium,
Apr_2023,n_873,n_872,Same,,,High,
Apr_2023,n_874,n_875,Same,,,Medium,
Apr_2023,n_875,n_713,Opposite,,,Low,
Apr_2023,n_875,n_718,Opposite,,,Low,
Apr_2023,n_875,n_738,Opposite,,,Low,
Apr_2023,n_875,n_733,Opposite,,,Low,
Apr_2023,n_876,n_877,Opposite,,,Medium,
Apr_2023,n_876,n_878,Same,,,Medium,
Apr_2023,n_877,n_827,Same,,,Low,
Apr_2023,n_877,n_836,Same,,,Low,
Apr_2023,n_877,n_811,Same,,,Low,
Apr_2023,n_877,n_804,Same,,,Low,
